,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Match_ID,Bowler,Player_ID
2501,5,0,22,1,4.4,22,30,v Netherlands,Amstelveen,31-May-13,ODI # 3359,JP Duminy,44932
2502,10,0,42,1,4.2,42,60,v India,Cardiff,06-Jun-13,ODI # 3363,JP Duminy,44932
2503,7,0,26,1,3.71,26,42,v Pakistan,Birmingham,10-Jun-13,ODI # 3367,JP Duminy,44932
2504,3,0,29,0,9.66,-,-,v West Indies,Cardiff,14-Jun-13,ODI # 3371,JP Duminy,44932
2505,5,0,27,1,5.4,27,30,v England,The Oval,19-Jun-13,ODI # 3375,JP Duminy,44932
2506,7,0,51,0,7.28,-,-,v Sri Lanka,Colombo (RPS),20-Jul-13,ODI # 3392,JP Duminy,44932
2507,3,0,9,1,3,9,18,v Sri Lanka,Colombo (RPS),23-Jul-13,ODI # 3394,JP Duminy,44932
2508,9.2,1,23,1,2.46,23,56,v Sri Lanka,Pallekele,26-Jul-13,ODI # 3398,JP Duminy,44932
2509,10,1,34,0,3.4,-,-,v Sri Lanka,Pallekele,28-Jul-13,ODI # 3400,JP Duminy,44932
2510,7,0,46,0,6.57,-,-,v Sri Lanka,Colombo (RPS),31-Jul-13,ODI # 3401,JP Duminy,44932
2511,1,0,7,0,7,-,-,v Pakistan,Sharjah,30-Oct-13,ODI # 3425,JP Duminy,44932
2512,4,0,17,0,4.25,-,-,v Pakistan,Dubai (DSC),01-Nov-13,ODI # 3427,JP Duminy,44932
2514,2,0,9,0,4.5,-,-,v Pakistan,Abu Dhabi,08-Nov-13,ODI # 3431,JP Duminy,44932
2515,4,1,14,2,3.5,7,12,v Pakistan,Sharjah,11-Nov-13,ODI # 3433,JP Duminy,44932
2516,5,0,23,0,4.6,-,-,v Pakistan,Cape Town,24-Nov-13,ODI # 3438,JP Duminy,44932
2517,2,0,22,0,11,-,-,v Pakistan,Port Elizabeth,27-Nov-13,ODI # 3440,JP Duminy,44932
2520,5,0,20,0,4,-,-,v India,Durban,08-Dec-13,ODI # 3443,JP Duminy,44932
2522,5,0,24,0,4.8,-,-,v Sri Lanka,Colombo (RPS),06-Jul-14,ODI # 3500,JP Duminy,44932
2523,9.4,0,50,1,5.17,50,58,v Sri Lanka,Pallekele,09-Jul-14,ODI # 3501,JP Duminy,44932
2524,8.3,0,43,2,5.05,21.5,25.5,v Sri Lanka,Hambantota,12-Jul-14,ODI # 3502,JP Duminy,44932
2525,6,0,33,1,5.5,33,36,v Zimbabwe,Bulawayo,17-Aug-14,ODI # 3507,JP Duminy,44932
2526,7,0,58,1,8.28,58,42,v Zimbabwe,Bulawayo,19-Aug-14,ODI # 3508,JP Duminy,44932
2528,4,0,23,0,5.75,-,-,v Australia,Harare,27-Aug-14,ODI # 3516,JP Duminy,44932
2529,1,0,7,0,7,-,-,v Zimbabwe,Harare,29-Aug-14,ODI # 3518,JP Duminy,44932
2530,4,0,24,0,6,-,-,v Australia,Harare,02-Sep-14,ODI # 3522,JP Duminy,44932
2531,8.2,0,35,3,4.2,11.66,16.6,v Zimbabwe,Harare,04-Sep-14,ODI # 3524,JP Duminy,44932
2533,5,0,22,1,4.4,22,30,v New Zealand,Mount Maunganui,21-Oct-14,ODI # 3536,JP Duminy,44932
2534,7,0,41,1,5.85,41,42,v New Zealand,Mount Maunganui,24-Oct-14,ODI # 3537,JP Duminy,44932
2536,6,0,25,0,4.16,-,-,v West Indies,Durban,16-Jan-15,ODI # 3579,JP Duminy,44932
2537,4,0,39,0,9.75,-,-,v West Indies,Johannesburg,18-Jan-15,ODI # 3583,JP Duminy,44932
2538,3,0,11,0,3.66,-,-,v West Indies,East London,21-Jan-15,ODI # 3587,JP Duminy,44932
2539,6,0,29,2,4.83,14.5,18,v West Indies,Port Elizabeth,25-Jan-15,ODI # 3591,JP Duminy,44932
2541,8,0,45,1,5.62,45,48,v Zimbabwe,Hamilton,15-Feb-15,ODI # 3601,JP Duminy,44932
2542,7,0,39,0,5.57,-,-,v India,Melbourne,22-Feb-15,ODI # 3610,JP Duminy,44932
2543,3,0,34,0,11.33,-,-,v Pakistan,Auckland,07-Mar-15,ODI # 3626,JP Duminy,44932
2544,3,1,12,1,4,12,18,v U.A.E.,Wellington,12-Mar-15,ODI # 3633,JP Duminy,44932
2545,9,1,29,3,3.22,9.66,18,v Sri Lanka,Sydney,18-Mar-15,ODI # 3640,JP Duminy,44932
2546,5,0,43,1,8.6,43,30,v New Zealand,Auckland,24-Mar-15,ODI # 3644,JP Duminy,44932
2547,8,0,28,1,3.5,28,48,v Bangladesh,Dhaka,10-Jul-15,ODI # 3663,JP Duminy,44932
2548,2,0,20,0,10,-,-,v Bangladesh,Dhaka,12-Jul-15,ODI # 3666,JP Duminy,44932
2549,4,0,24,0,6,-,-,v Bangladesh,Chattogram,15-Jul-15,ODI # 3668,JP Duminy,44932
2550,4,0,36,0,9,-,-,v India,Kanpur,11-Oct-15,ODI # 3689,JP Duminy,44932
2551,9,0,59,0,6.55,-,-,v India,Indore,14-Oct-15,ODI # 3692,JP Duminy,44932
2552,8,0,46,1,5.75,46,48,v India,Rajkot,18-Oct-15,ODI # 3695,JP Duminy,44932
2553,5,0,48,0,9.6,-,-,v England,Bloemfontein,03-Feb-16,ODI # 3732,JP Duminy,44932
2554,4,0,27,0,6.75,-,-,v England,Port Elizabeth,06-Feb-16,ODI # 3734,JP Duminy,44932
2557,1.1,0,12,1,10.28,12,7,v West Indies,Providence,03-Jun-16,ODI # 3739,JP Duminy,44932
2559,7,0,39,0,5.57,-,-,v Australia,Basseterre,11-Jun-16,ODI # 3743,JP Duminy,44932
2562,1,0,15,0,15,-,-,v West Indies,Bridgetown,24-Jun-16,ODI # 3754,JP Duminy,44932
2563,4.5,0,16,4,3.31,4,7.2,v Ireland,Benoni,25-Sep-16,ODI # 3780,JP Duminy,44932
2565,3,0,17,1,5.66,17,18,v Australia,Johannesburg,02-Oct-16,ODI # 3787,JP Duminy,44932
2566,6,0,32,0,5.33,-,-,v Australia,Durban,05-Oct-16,ODI # 3790,JP Duminy,44932
2567,2,0,13,0,6.5,-,-,v Australia,Port Elizabeth,09-Oct-16,ODI # 3792,JP Duminy,44932
2568,1,0,8,0,8,-,-,v Australia,Cape Town,12-Oct-16,ODI # 3795,JP Duminy,44932
2569,2,0,7,0,3.5,-,-,v Sri Lanka,Port Elizabeth,28-Jan-17,ODI # 3828,JP Duminy,44932
2570,5,0,30,2,6,15,15,v Sri Lanka,Durban,01-Feb-17,ODI # 3830,JP Duminy,44932
2571,3,0,17,0,5.66,-,-,v Sri Lanka,Johannesburg,04-Feb-17,ODI # 3831,JP Duminy,44932
2572,1,0,12,0,12,-,-,v Sri Lanka,Cape Town,07-Feb-17,ODI # 3833,JP Duminy,44932
2573,5,0,28,0,5.6,-,-,v Sri Lanka,Centurion,10-Feb-17,ODI # 3834,JP Duminy,44932
2574,1,0,4,0,4,-,-,v New Zealand,Hamilton,19-Feb-17,ODI # 3836,JP Duminy,44932
2575,3,0,17,0,5.66,-,-,v New Zealand,Christchurch,22-Feb-17,ODI # 3839,JP Duminy,44932
2577,3,0,26,0,8.66,-,-,v New Zealand,Hamilton,01-Mar-17,ODI # 3843,JP Duminy,44932
2579,6,0,34,0,5.66,-,-,v England,Leeds,24-May-17,ODI # 3872,JP Duminy,44932
2581,2,0,7,0,3.5,-,-,v Sri Lanka,The Oval,03-Jun-17,ODI # 3877,JP Duminy,44932
2583,3,0,17,0,5.66,-,-,v India,The Oval,11-Jun-17,ODI # 3886,JP Duminy,44932
2584,1,0,8,0,8,-,-,v Bangladesh,Kimberley,15-Oct-17,ODI # 3923,JP Duminy,44932
2586,2,0,16,0,8,-,-,v India,Durban,01-Feb-18,ODI # 3969,JP Duminy,44932
2588,10,0,60,2,6,30,30,v India,Cape Town,07-Feb-18,ODI # 3971,JP Duminy,44932
2589,4,0,20,0,5,-,-,v India,Johannesburg,10-Feb-18,ODI # 3973,JP Duminy,44932
2590,4,0,29,0,7.25,-,-,v India,Port Elizabeth,13-Feb-18,ODI # 3976,JP Duminy,44932
2591,4,0,22,0,5.5,-,-,v Sri Lanka,Dambulla,29-Jul-18,ODI # 4025,JP Duminy,44932
2592,7,0,30,0,4.28,-,-,v Sri Lanka,Dambulla,01-Aug-18,ODI # 4027,JP Duminy,44932
2593,4,0,24,0,6,-,-,v Sri Lanka,Pallekele,05-Aug-18,ODI # 4029,JP Duminy,44932
2594,6,0,35,2,5.83,17.5,18,v Sri Lanka,Pallekele,08-Aug-18,ODI # 4030,JP Duminy,44932
2595,5,0,29,0,5.8,-,-,v Sri Lanka,Colombo (RPS),12-Aug-18,ODI # 4031,JP Duminy,44932
2598,4,1,14,0,3.5,-,-,v Zimbabwe,Paarl,06-Oct-18,ODI # 4051,JP Duminy,44932
2599,4,0,21,1,5.25,21,24,v Sri Lanka,Port Elizabeth,13-Mar-19,ODI # 4114,JP Duminy,44932
2600,3,0,16,0,5.33,-,-,v Sri Lanka,Cape Town,16-Mar-19,ODI # 4115,JP Duminy,44932
2730,3,0,18,2,6,9,9,v Bangladesh,East London,22-Oct-17,ODI # 3929,Aiden Markram,600498
2731,2,0,20,0,10,-,-,v India,Durban,01-Feb-18,ODI # 3969,Aiden Markram,600498
2745,3,0,18,0,6,-,-,v Australia,Hobart,11-Nov-18,ODI # 4069,Aiden Markram,600498
3028,1,0,8,0,8,-,-,v India,Cape Town,18-Jan-11,ODI # 3082,Faf du Plessis ,44828
3029,1,0,5,0,5,-,-,v India,Port Elizabeth,21-Jan-11,ODI # 3084,Faf du Plessis ,44828
3030,1,0,13,0,13,-,-,v India,Centurion,23-Jan-11,ODI # 3087,Faf du Plessis ,44828
3033,5,0,16,0,3.2,-,-,v England,Chennai,06-Mar-11,ODI # 3120,Faf du Plessis ,44828
3034,3,0,22,1,7.33,22,18,v India,Nagpur,12-Mar-11,ODI # 3128,Faf du Plessis ,44828
3043,4,0,25,0,6.25,-,-,v Sri Lanka,Bloemfontein,17-Jan-12,ODI # 3227,Faf du Plessis ,44828
3044,5,0,26,0,5.2,-,-,v Sri Lanka,Kimberley,20-Jan-12,ODI # 3228,Faf du Plessis ,44828
3053,2,0,8,1,4,8,12,v England,Nottingham,05-Sep-12,ODI # 3304,Faf du Plessis ,44828
3055,3,0,19,0,6.33,-,-,v New Zealand,Kimberley,22-Jan-13,ODI # 3325,Faf du Plessis ,44828
3097,3,0,17,0,5.66,-,-,v West Indies,Sydney,27-Feb-15,ODI # 3616,Faf du Plessis ,44828
3098,4,0,30,0,7.5,-,-,v Ireland,Canberra,03-Mar-15,ODI # 3621,Faf du Plessis ,44828
3166,10,0,39,0,3.9,-,-,v New Zealand,Dubai (DSC),08-Dec-14,ODI # 3564,Haris Sohail,318788
3167,9,0,48,3,5.33,16,18,v New Zealand,Sharjah,12-Dec-14,ODI # 3566,Haris Sohail,318788
3168,7,0,45,3,6.42,15,14,v New Zealand,Sharjah,14-Dec-14,ODI # 3568,Haris Sohail,318788
3169,8,0,47,0,5.87,-,-,v New Zealand,Abu Dhabi,17-Dec-14,ODI # 3570,Haris Sohail,318788
3170,8,0,38,0,4.75,-,-,v New Zealand,Abu Dhabi,19-Dec-14,ODI # 3571,Haris Sohail,318788
3171,4,0,16,0,4,-,-,v New Zealand,Wellington,31-Jan-15,ODI # 3596,Haris Sohail,318788
3172,6,0,47,0,7.83,-,-,v New Zealand,Napier,03-Feb-15,ODI # 3598,Haris Sohail,318788
3173,4,0,26,0,6.5,-,-,v India,Adelaide,15-Feb-15,ODI # 3602,Haris Sohail,318788
3174,9,0,62,2,6.88,31,27,v West Indies,Christchurch,21-Feb-15,ODI # 3608,Haris Sohail,318788
3176,3,0,18,0,6,-,-,v U.A.E.,Napier,04-Mar-15,ODI # 3622,Haris Sohail,318788
3177,3,0,20,1,6.66,20,18,v Ireland,Adelaide,15-Mar-15,ODI # 3639,Haris Sohail,318788
3178,2,0,7,0,3.5,-,-,v Australia,Adelaide,20-Mar-15,ODI # 3642,Haris Sohail,318788
3179,3,0,31,0,10.33,-,-,v Bangladesh,Dhaka,17-Apr-15,ODI # 3647,Haris Sohail,318788
3184,6,0,29,1,4.83,29,36,v New Zealand,Hamilton,16-Jan-18,ODI # 3953,Haris Sohail,318788
3186,6,0,30,0,5,-,-,v Afghanistan,Abu Dhabi,21-Sep-18,ODI # 4043,Haris Sohail,318788
3189,4,0,18,0,4.5,-,-,v Australia,Sharjah,24-Mar-19,ODI # 4117,Haris Sohail,318788
3190,7,0,35,1,5,35,42,v Australia,Abu Dhabi,27-Mar-19,ODI # 4118,Haris Sohail,318788
3191,2,0,9,0,4.5,-,-,v Australia,Dubai (DSC),29-Mar-19,ODI # 4119,Haris Sohail,318788
3192,1,0,13,0,13,-,-,v Australia,Dubai (DSC),31-Mar-19,ODI # 4120,Haris Sohail,318788
3194,3,0,16,0,5.33,-,-,v England,Southampton,11-May-19,ODI # 4133,Haris Sohail,318788
3195,2,0,19,0,9.5,-,-,v England,Bristol,14-May-19,ODI # 4135,Haris Sohail,318788
3196,9,0,54,0,6,-,-,v Australia,Sharjah,24-Mar-19,ODI # 4117,Mohammad Hasnain,1158100
3197,5,0,50,0,10,-,-,v Australia,Abu Dhabi,27-Mar-19,ODI # 4118,Mohammad Hasnain,1158100
3198,9,0,52,2,5.77,26,27,v Australia,Dubai (DSC),29-Mar-19,ODI # 4119,Mohammad Hasnain,1158100
3199,10,0,80,2,8,40,30,v England,Nottingham,17-May-19,ODI # 4138,Mohammad Hasnain,1158100
3200,10,0,49,0,4.9,-,-,v West Indies,Gros Islet,23-Apr-11,ODI # 3152,Junaid Khan,259551
3201,7,1,36,0,5.14,-,-,v West Indies,Gros Islet,25-Apr-11,ODI # 3153,Junaid Khan,259551
3202,7,0,31,1,4.42,31,42,v West Indies,Bridgetown,28-Apr-11,ODI # 3154,Junaid Khan,259551
3203,6,0,26,2,4.33,13,18,v West Indies,Bridgetown,02-May-11,ODI # 3155,Junaid Khan,259551
3204,3,1,16,0,5.33,-,-,v West Indies,Providence,05-May-11,ODI # 3156,Junaid Khan,259551
3205,5,1,12,4,2.4,3,7.5,v Ireland,Belfast,28-May-11,ODI # 3157,Junaid Khan,259551
3206,10,0,53,2,5.3,26.5,30,v Ireland,Belfast,30-May-11,ODI # 3158,Junaid Khan,259551
3207,7,0,51,0,7.28,-,-,v Zimbabwe,Bulawayo,08-Sep-11,ODI # 3188,Junaid Khan,259551
3208,10,1,29,1,2.9,29,60,v Zimbabwe,Harare,11-Sep-11,ODI # 3190,Junaid Khan,259551
3209,3,0,18,1,6,18,18,v Sri Lanka,Abu Dhabi,23-Nov-11,ODI # 3216,Junaid Khan,259551
3210,9.2,0,53,1,5.67,53,56,v England,Dubai (DSC),21-Feb-12,ODI # 3247,Junaid Khan,259551
3211,9,0,52,3,5.77,17.33,18,v Australia,Abu Dhabi,31-Aug-12,ODI # 3301,Junaid Khan,259551
3212,6,0,42,2,7,21,18,v Australia,Sharjah,03-Sep-12,ODI # 3303,Junaid Khan,259551
3213,9,1,43,4,4.77,10.75,13.5,v India,Chennai,30-Dec-12,ODI # 3314,Junaid Khan,259551
3214,9,1,39,3,4.33,13,18,v India,Kolkata,03-Jan-13,ODI # 3315,Junaid Khan,259551
3215,9,1,17,1,1.88,17,54,v India,Delhi,06-Jan-13,ODI # 3316,Junaid Khan,259551
3216,9,0,59,1,6.55,59,54,v South Africa,Bloemfontein,10-Mar-13,ODI # 3343,Junaid Khan,259551
3217,6,0,29,2,4.83,14.5,18,v South Africa,Centurion,15-Mar-13,ODI # 3346,Junaid Khan,259551
3218,10,2,42,0,4.2,-,-,v South Africa,Johannesburg,17-Mar-13,ODI # 3347,Junaid Khan,259551
3219,9,2,45,3,5,15,18,v South Africa,Durban,21-Mar-13,ODI # 3348,Junaid Khan,259551
3220,7,1,30,1,4.28,30,42,v South Africa,Benoni,24-Mar-13,ODI # 3350,Junaid Khan,259551
3221,7,2,19,3,2.71,6.33,14,v Scotland,Edinburgh,17-May-13,ODI # 3356,Junaid Khan,259551
3222,9,1,54,2,6,27,27,v Ireland,Dublin,23-May-13,ODI # 3357,Junaid Khan,259551
3223,9,0,59,2,6.55,29.5,27,v Ireland,Dublin,26-May-13,ODI # 3358,Junaid Khan,259551
3224,7.4,0,36,0,4.69,-,-,v West Indies,The Oval,07-Jun-13,ODI # 3364,Junaid Khan,259551
3225,8,0,45,1,5.62,45,48,v South Africa,Birmingham,10-Jun-13,ODI # 3367,Junaid Khan,259551
3226,4,0,21,0,5.25,-,-,v India,Birmingham,15-Jun-13,ODI # 3372,Junaid Khan,259551
3227,10,1,54,3,5.4,18,20,v West Indies,Gros Islet,19-Jul-13,ODI # 3391,Junaid Khan,259551
3228,9,2,39,1,4.33,39,54,v West Indies,Gros Islet,21-Jul-13,ODI # 3393,Junaid Khan,259551
3229,10,1,48,3,4.8,16,20,v West Indies,Gros Islet,24-Jul-13,ODI # 3396,Junaid Khan,259551
3230,9,0,55,1,6.11,55,54,v Zimbabwe,Harare,27-Aug-13,ODI # 3404,Junaid Khan,259551
3231,7,2,15,4,2.14,3.75,10.5,v Zimbabwe,Harare,29-Aug-13,ODI # 3406,Junaid Khan,259551
3232,4,1,22,0,5.5,-,-,v Zimbabwe,Harare,31-Aug-13,ODI # 3408,Junaid Khan,259551
3233,9,0,42,2,4.66,21,27,v South Africa,Abu Dhabi,08-Nov-13,ODI # 3431,Junaid Khan,259551
3234,9,0,57,2,6.33,28.5,27,v South Africa,Sharjah,11-Nov-13,ODI # 3433,Junaid Khan,259551
3235,8,0,38,1,4.75,38,48,v South Africa,Cape Town,24-Nov-13,ODI # 3438,Junaid Khan,259551
3236,9,0,42,3,4.66,14,18,v South Africa,Port Elizabeth,27-Nov-13,ODI # 3440,Junaid Khan,259551
3237,5.4,0,44,3,7.76,14.66,11.3,v Sri Lanka,Sharjah,18-Dec-13,ODI # 3445,Junaid Khan,259551
3238,10,0,52,3,5.2,17.33,20,v Sri Lanka,Dubai (DSC),20-Dec-13,ODI # 3446,Junaid Khan,259551
3239,9,0,40,2,4.44,20,27,v Sri Lanka,Sharjah,22-Dec-13,ODI # 3447,Junaid Khan,259551
3240,9,0,42,2,4.66,21,27,v Sri Lanka,Abu Dhabi,25-Dec-13,ODI # 3448,Junaid Khan,259551
3241,7.1,0,31,3,4.32,10.33,14.3,v Sri Lanka,Abu Dhabi,27-Dec-13,ODI # 3450,Junaid Khan,259551
3242,9,0,61,0,6.77,-,-,v Sri Lanka,Fatullah,25-Feb-14,ODI # 3473,Junaid Khan,259551
3243,6,1,16,0,2.66,-,-,v Afghanistan,Fatullah,27-Feb-14,ODI # 3475,Junaid Khan,259551
3244,7,0,44,0,6.28,-,-,v India,Dhaka,02-Mar-14,ODI # 3479,Junaid Khan,259551
3245,9,0,56,1,6.22,56,54,v Sri Lanka,Dhaka,08-Mar-14,ODI # 3486,Junaid Khan,259551
3246,9,1,75,0,8.33,-,-,v Sri Lanka,Hambantota,23-Aug-14,ODI # 3512,Junaid Khan,259551
3247,8,0,64,1,8,64,48,v Sri Lanka,Hambantota,26-Aug-14,ODI # 3515,Junaid Khan,259551
3248,10,0,53,0,5.3,-,-,v Bangladesh,Dhaka,17-Apr-15,ODI # 3647,Junaid Khan,259551
3249,9,0,61,1,6.77,61,54,v Bangladesh,Dhaka,19-Apr-15,ODI # 3648,Junaid Khan,259551
3250,7.3,0,67,2,8.93,33.5,22.5,v Bangladesh,Dhaka,22-Apr-15,ODI # 3649,Junaid Khan,259551
3251,3,0,23,0,7.66,-,-,v Zimbabwe,Lahore,31-May-15,ODI # 3653,Junaid Khan,259551
3252,8,0,40,2,5,20,24,v Australia,Melbourne,15-Jan-17,ODI # 3818,Junaid Khan,259551
3253,9,0,58,1,6.44,58,54,v Australia,Perth,19-Jan-17,ODI # 3820,Junaid Khan,259551
3254,10,0,82,0,8.2,-,-,v Australia,Sydney,22-Jan-17,ODI # 3822,Junaid Khan,259551
3255,10,0,61,2,6.1,30.5,30,v Australia,Adelaide,26-Jan-17,ODI # 3826,Junaid Khan,259551
3256,6,0,41,1,6.83,41,36,v West Indies,Providence,09-Apr-17,ODI # 3862,Junaid Khan,259551
3257,10,0,60,2,6,30,30,v West Indies,Providence,11-Apr-17,ODI # 3863,Junaid Khan,259551
3258,9,0,53,2,5.88,26.5,27,v South Africa,Birmingham,07-Jun-17,ODI # 3881,Junaid Khan,259551
3259,10,3,40,3,4,13.33,20,v Sri Lanka,Cardiff,12-Jun-17,ODI # 3888,Junaid Khan,259551
3260,8.5,0,42,2,4.75,21,26.5,v England,Cardiff,14-Jun-17,ODI # 3889,Junaid Khan,259551
3261,6,1,20,1,3.33,20,36,v India,The Oval,18-Jun-17,ODI # 3894,Junaid Khan,259551
3262,6,0,28,0,4.66,-,-,v Sri Lanka,Dubai (DSC),13-Oct-17,ODI # 3922,Junaid Khan,259551
3263,6,0,21,1,3.5,21,36,v Sri Lanka,Abu Dhabi,16-Oct-17,ODI # 3924,Junaid Khan,259551
3264,8,0,32,1,4,32,48,v Sri Lanka,Abu Dhabi,18-Oct-17,ODI # 3926,Junaid Khan,259551
3265,4,0,22,1,5.5,22,24,v Sri Lanka,Sharjah,20-Oct-17,ODI # 3927,Junaid Khan,259551
3266,5,1,7,2,1.4,3.5,15,v Zimbabwe,Bulawayo,18-Jul-18,ODI # 4019,Junaid Khan,259551
3267,6,1,32,1,5.33,32,36,v Zimbabwe,Bulawayo,20-Jul-18,ODI # 4020,Junaid Khan,259551
3268,7,0,35,0,5,-,-,v Zimbabwe,Bulawayo,22-Jul-18,ODI # 4021,Junaid Khan,259551
3269,9,1,19,4,2.11,4.75,13.5,v Bangladesh,Abu Dhabi,26-Sep-18,ODI # 4047,Junaid Khan,259551
3270,9,1,56,0,6.22,-,-,v New Zealand,Abu Dhabi,07-Nov-18,ODI # 4066,Junaid Khan,259551
3271,9,0,58,1,6.44,58,54,v Australia,Abu Dhabi,27-Mar-19,ODI # 4118,Junaid Khan,259551
3272,10,1,47,0,4.7,-,-,v Australia,Dubai (DSC),29-Mar-19,ODI # 4119,Junaid Khan,259551
3273,9,0,73,3,8.11,24.33,18,v Australia,Dubai (DSC),31-Mar-19,ODI # 4120,Junaid Khan,259551
3274,8,0,57,1,7.12,57,48,v England,Bristol,14-May-19,ODI # 4135,Junaid Khan,259551
3275,10,0,85,1,8.5,85,60,v England,Nottingham,17-May-19,ODI # 4138,Junaid Khan,259551
3276,10,0,38,2,3.8,19,30,v Afghanistan,Abu Dhabi,21-Sep-18,ODI # 4043,Shaheen Afridi,1072470
3277,6,0,42,0,7,-,-,v India,Dubai (DSC),23-Sep-18,ODI # 4044,Shaheen Afridi,1072470
3278,10,1,47,2,4.7,23.5,30,v Bangladesh,Abu Dhabi,26-Sep-18,ODI # 4047,Shaheen Afridi,1072470
3279,8,1,46,4,5.75,11.5,12,v New Zealand,Abu Dhabi,07-Nov-18,ODI # 4066,Shaheen Afridi,1072470
3280,9,1,38,4,4.22,9.5,13.5,v New Zealand,Abu Dhabi,09-Nov-18,ODI # 4068,Shaheen Afridi,1072470
3281,3.5,0,18,1,4.69,18,23,v New Zealand,Dubai (DSC),11-Nov-18,ODI # 4070,Shaheen Afridi,1072470
3282,9,0,44,3,4.88,14.66,18,v South Africa,Durban,22-Jan-19,ODI # 4081,Shaheen Afridi,1072470
3283,6,0,37,0,6.16,-,-,v South Africa,Centurion,25-Jan-19,ODI # 4084,Shaheen Afridi,1072470
3284,8,1,24,2,3,12,24,v South Africa,Johannesburg,27-Jan-19,ODI # 4087,Shaheen Afridi,1072470
3285,7,0,34,1,4.85,34,42,v South Africa,Cape Town,30-Jan-19,ODI # 4090,Shaheen Afridi,1072470
3287,10,0,80,1,8,80,60,v England,Southampton,11-May-19,ODI # 4133,Shaheen Afridi,1072470
3288,10,0,83,0,8.3,-,-,v England,Bristol,14-May-19,ODI # 4135,Shaheen Afridi,1072470
3289,6.2,0,37,2,5.84,18.5,19,v Sri Lanka,Cardiff,12-Jun-17,ODI # 3888,Faheem Ashraf,681117
3290,5,0,10,0,2,-,-,v Sri Lanka,Abu Dhabi,18-Oct-17,ODI # 3926,Faheem Ashraf,681117
3291,4,0,12,0,3,-,-,v Sri Lanka,Sharjah,23-Oct-17,ODI # 3930,Faheem Ashraf,681117
3292,9,0,58,1,6.44,58,54,v New Zealand,Wellington,06-Jan-18,ODI # 3946,Faheem Ashraf,681117
3293,5,0,30,1,6,30,30,v New Zealand,Nelson,09-Jan-18,ODI # 3947,Faheem Ashraf,681117
3294,6,1,29,1,4.83,29,36,v New Zealand,Dunedin,13-Jan-18,ODI # 3949,Faheem Ashraf,681117
3295,6,0,33,0,5.5,-,-,v New Zealand,Hamilton,16-Jan-18,ODI # 3953,Faheem Ashraf,681117
3296,9,0,49,2,5.44,24.5,27,v New Zealand,Wellington,19-Jan-18,ODI # 3957,Faheem Ashraf,681117
3297,5,0,14,2,2.8,7,15,v Zimbabwe,Bulawayo,13-Jul-18,ODI # 4015,Faheem Ashraf,681117
3298,6,1,15,0,2.5,-,-,v Zimbabwe,Bulawayo,16-Jul-18,ODI # 4017,Faheem Ashraf,681117
3299,8.1,2,22,5,2.69,4.4,9.8,v Zimbabwe,Bulawayo,18-Jul-18,ODI # 4019,Faheem Ashraf,681117
3300,7,1,16,2,2.28,8,21,v Zimbabwe,Bulawayo,20-Jul-18,ODI # 4020,Faheem Ashraf,681117
3301,4,0,10,1,2.5,10,24,v Hong Kong,Dubai (DSC),16-Sep-18,ODI # 4037,Faheem Ashraf,681117
3302,5,0,31,1,6.2,31,30,v India,Dubai (DSC),19-Sep-18,ODI # 4040,Faheem Ashraf,681117
3303,7,1,26,0,3.71,-,-,v New Zealand,Abu Dhabi,09-Nov-18,ODI # 4068,Faheem Ashraf,681117
3304,3,0,17,0,5.66,-,-,v New Zealand,Dubai (DSC),11-Nov-18,ODI # 4070,Faheem Ashraf,681117
3305,10,0,64,0,6.4,-,-,v South Africa,Port Elizabeth,19-Jan-19,ODI # 4080,Faheem Ashraf,681117
3306,7,0,32,0,4.57,-,-,v South Africa,Durban,22-Jan-19,ODI # 4081,Faheem Ashraf,681117
3307,9,0,50,1,5.55,50,54,v Australia,Sharjah,22-Mar-19,ODI # 4116,Faheem Ashraf,681117
3308,9.5,0,45,0,4.57,-,-,v Australia,Sharjah,24-Mar-19,ODI # 4117,Faheem Ashraf,681117
3310,10,0,69,0,6.9,-,-,v England,Southampton,11-May-19,ODI # 4133,Faheem Ashraf,681117
3311,9,0,75,1,8.33,75,54,v England,Bristol,14-May-19,ODI # 4135,Faheem Ashraf,681117
3312,5,0,21,0,4.2,-,-,v Ireland,Dublin (Malahide),18-Aug-16,ODI # 3767,Hasan Ali,681305
3313,9,0,52,1,5.77,52,54,v England,Lord's,27-Aug-16,ODI # 3771,Hasan Ali,681305
3314,10,0,74,2,7.4,37,30,v England,Nottingham,30-Aug-16,ODI # 3773,Hasan Ali,681305
3315,10,0,53,1,5.3,53,60,v England,Leeds,01-Sep-16,ODI # 3775,Hasan Ali,681305
3316,10,0,60,4,6,15,15,v England,Cardiff,04-Sep-16,ODI # 3777,Hasan Ali,681305
3317,5.4,0,14,3,2.47,4.66,11.3,v West Indies,Sharjah,30-Sep-16,ODI # 3784,Hasan Ali,681305
3318,9,0,56,0,6.22,-,-,v West Indies,Sharjah,02-Oct-16,ODI # 3788,Hasan Ali,681305
3319,6,1,13,0,2.16,-,-,v West Indies,Abu Dhabi,05-Oct-16,ODI # 3789,Hasan Ali,681305
3320,9,0,65,3,7.22,21.66,18,v Australia,Brisbane,13-Jan-17,ODI # 3817,Hasan Ali,681305
